Datetime,Open,High,Low,Close,Volume
2022-01-03 01:00:00,1829.0,1831.75,1828.02,1828.47,2968.0
2022-01-03 02:00:00,1828.37,1831.0,1826.99,1830.29,4492.0
2022-01-03 03:00:00,1830.28,1831.56,1827.59,1828.82,5635.0
2022-01-03 04:00:00,1828.82,1828.88,1825.66,1826.16,4018.0
2022-01-03 05:00:00,1826.17,1826.89,1824.18,1825.74,3265.0
2022-01-03 06:00:00,1825.75,1825.99,1824.55,1825.17,1787.0
2022-01-03 07:00:00,1825.17,1825.77,1823.65,1825.45,2529.0
2022-01-03 08:00:00,1825.4,1825.74,1823.67,1825.28,2702.0
2022-01-03 09:00:00,1825.27,1825.46,1821.06,1824.22,5146.0
2022-01-03 10:00:00,1824.24,1824.38,1821.37,1822.85,6135.0
2022-01-03 11:00:00,1822.86,1826.66,1822.49,1826.37,6809.0
2022-01-03 12:00:00,1826.38,1827.48,1825.51,1826.45,5215.0
2022-01-03 13:00:00,1826.46,1827.15,1822.3,1822.92,6297.0
2022-01-03 14:00:00,1822.92,1823.21,1821.28,1821.82,6927.0
2022-01-03 15:00:00,1821.8,1822.02,1805.69,1807.12,18935.0
2022-01-03 16:00:00,1807.11,1810.9,1802.83,1802.88,18106.0
2022-01-03 17:00:00,1802.87,1806.68,1799.78,1801.94,17485.0
2022-01-03 18:00:00,1801.93,1801.97,1798.35,1800.75,11020.0
2022-01-03 19:00:00,1800.74,1800.97,1798.83,1799.71,6387.0
2022-01-03 20:00:00,1799.67,1802.25,1799.09,1801.68,4875.0
2022-01-03 21:00:00,1801.72,1803.03,1801.09,1801.74,3432.0
2022-01-03 22:00:00,1801.76,1804.54,1801.17,1801.74,4722.0
2022-01-03 23:00:00,1801.76,1802.27,1800.94,1801.23,2816.0
2022-01-04 01:00:00,1801.05,1804.34,1801.01,1804.2,2031.0
2022-01-04 02:00:00,1804.22,1804.89,1802.91,1804.4,4297.0
2022-01-04 03:00:00,1804.37,1806.86,1803.19,1805.19,10719.0
2022-01-04 04:00:00,1805.2,1807.11,1804.69,1805.4,5390.0
2022-01-04 05:00:00,1805.4,1806.17,1803.84,1804.18,5098.0
2022-01-04 06:00:00,1804.19,1804.27,1803.17,1803.48,3728.0
2022-01-04 07:00:00,1803.47,1805.53,1803.23,1805.43,3678.0
2022-01-04 08:00:00,1805.44,1806.06,1803.41,1803.45,5981.0
2022-01-04 09:00:00,1803.47,1807.4,1803.21,1805.78,7553.0
2022-01-04 10:00:00,1805.78,1806.83,1803.32,1804.0,8615.0
2022-01-04 11:00:00,1803.98,1806.7,1801.92,1805.72,7722.0
2022-01-04 12:00:00,1805.71,1808.63,1805.31,1805.62,6635.0
2022-01-04 13:00:00,1805.62,1805.63,1802.38,1804.03,7707.0
2022-01-04 14:00:00,1804.07,1805.05,1798.51,1801.23,11300.0
2022-01-04 15:00:00,1801.22,1807.33,1799.74,1807.2,15408.0
2022-01-04 16:00:00,1807.22,1810.9,1806.31,1810.23,17989.0
2022-01-04 17:00:00,1810.17,1816.75,1807.53,1814.57,18007.0
2022-01-04 18:00:00,1814.59,1815.56,1811.63,1812.56,13330.0
2022-01-04 19:00:00,1812.58,1815.07,1811.83,1813.57,7737.0
2022-01-04 20:00:00,1813.58,1815.19,1813.43,1815.11,6711.0
2022-01-04 21:00:00,1815.09,1815.25,1813.73,1814.52,5593.0
2022-01-04 22:00:00,1814.5,1815.38,1813.44,1815.17,4907.0
2022-01-04 23:00:00,1815.16,1815.39,1814.13,1814.45,2662.0
2022-01-05 01:00:00,1813.46,1814.77,1813.06,1813.92,1469.0
2022-01-05 02:00:00,1813.92,1814.65,1812.76,1812.95,3411.0
2022-01-05 03:00:00,1812.92,1815.39,1812.73,1815.27,6785.0
2022-01-05 04:00:00,1815.26,1816.22,1814.15,1815.57,5494.0
2022-01-05 05:00:00,1815.59,1816.48,1814.35,1815.43,5120.0
2022-01-05 06:00:00,1815.42,1815.43,1814.62,1814.94,2786.0
2022-01-05 07:00:00,1814.94,1816.24,1814.24,1815.76,4818.0
2022-01-05 08:00:00,1815.73,1817.04,1812.71,1813.06,5324.0
2022-01-05 09:00:00,1813.07,1815.67,1812.5,1813.47,5728.0
2022-01-05 10:00:00,1813.44,1817.58,1813.33,1816.82,7638.0
2022-01-05 11:00:00,1816.81,1820.15,1816.3,1817.71,7280.0
2022-01-05 12:00:00,1817.74,1820.02,1817.7,1818.36,6943.0
2022-01-05 13:00:00,1818.36,1820.75,1817.71,1818.69,7081.0
2022-01-05 14:00:00,1818.68,1819.23,1816.99,1817.92,7568.0
2022-01-05 15:00:00,1817.93,1827.92,1814.99,1825.52,16831.0
2022-01-05 16:00:00,1825.51,1829.64,1825.17,1825.86,14536.0
2022-01-05 17:00:00,1825.84,1826.65,1820.45,1823.32,14828.0
2022-01-05 18:00:00,1823.3,1825.43,1822.41,1823.94,11119.0
2022-01-05 19:00:00,1823.95,1825.64,1822.57,1822.81,6824.0
2022-01-05 20:00:00,1822.81,1824.92,1822.67,1823.89,4396.0
2022-01-05 21:00:00,1823.86,1824.48,1812.51,1812.9,18730.0
2022-01-05 22:00:00,1812.91,1814.24,1808.28,1809.99,13225.0
2022-01-05 23:00:00,1809.98,1810.86,1808.86,1810.09,2928.0
2022-01-06 01:00:00,1809.9,1811.39,1809.9,1810.29,2442.0
2022-01-06 02:00:00,1810.37,1810.41,1807.77,1809.16,4371.0
2022-01-06 03:00:00,1809.16,1811.53,1807.08,1810.17,9912.0
2022-01-06 04:00:00,1810.19,1810.22,1808.11,1809.19,6973.0
2022-01-06 05:00:00,1809.18,1809.34,1806.53,1806.98,6668.0
2022-01-06 06:00:00,1807.0,1807.03,1805.34,1805.34,5649.0
2022-01-06 07:00:00,1805.44,1807.53,1803.02,1803.02,8189.0
2022-01-06 08:00:00,1803.02,1803.83,1799.48,1802.06,7468.0
2022-01-06 09:00:00,1802.0,1803.63,1799.46,1800.95,8934.0
2022-01-06 10:00:00,1800.94,1802.03,1794.7,1795.44,12727.0
2022-01-06 11:00:00,1795.44,1796.43,1793.74,1794.87,9705.0
2022-01-06 12:00:00,1794.86,1807.16,1793.84,1801.25,9824.0
2022-01-06 13:00:00,1801.23,1801.71,1797.05,1797.45,8644.0
2022-01-06 14:00:00,1797.46,1800.45,1791.78,1791.78,10885.0
2022-01-06 15:00:00,1791.79,1793.19,1786.84,1788.41,18709.0
2022-01-06 16:00:00,1788.4,1795.55,1787.07,1791.8,19498.0
2022-01-06 17:00:00,1791.8,1795.3,1788.01,1790.64,18554.0
2022-01-06 18:00:00,1790.7,1792.95,1789.17,1789.27,12486.0
2022-01-06 19:00:00,1789.27,1793.5,1788.8,1791.05,8600.0
2022-01-06 20:00:00,1791.01,1791.46,1787.69,1787.72,7604.0
2022-01-06 21:00:00,1787.73,1789.54,1786.4,1787.97,6009.0
2022-01-06 22:00:00,1787.97,1789.6,1787.42,1788.11,5423.0
2022-01-06 23:00:00,1788.1,1790.97,1787.79,1790.92,2367.0
2022-01-07 01:00:00,1790.9,1791.61,1790.12,1791.41,2296.0
2022-01-07 02:00:00,1791.41,1792.58,1791.01,1791.99,3613.0
2022-01-07 03:00:00,1791.97,1792.29,1789.78,1790.67,6355.0
2022-01-07 04:00:00,1790.71,1791.94,1789.79,1791.62,4796.0
2022-01-07 05:00:00,1791.63,1793.23,1791.35,1792.81,3206.0
2022-01-07 06:00:00,1792.81,1792.94,1792.07,1792.61,1854.0
2022-01-07 07:00:00,1792.63,1792.86,1790.53,1790.73,3263.0
2022-01-07 08:00:00,1790.68,1791.06,1788.85,1789.97,5417.0
2022-01-07 09:00:00,1789.96,1792.04,1788.01,1789.84,5389.0
2022-01-07 10:00:00,1789.84,1790.64,1787.79,1790.58,6977.0
2022-01-07 11:00:00,1790.5,1793.88,1788.5,1793.11,5759.0
2022-01-07 12:00:00,1793.13,1793.96,1791.14,1791.29,4441.0
2022-01-07 13:00:00,1791.29,1793.73,1789.7,1793.36,5052.0
2022-01-07 14:00:00,1793.36,1793.55,1789.33,1789.4,6880.0
