Datetime,Open,High,Low,Close,Volume
2021-01-04 01:00:00,1904.78,1914.96,1903.05,1913.08,7831.0
2021-01-04 02:00:00,1913.04,1913.65,1909.98,1913.42,5833.0
2021-01-04 03:00:00,1913.42,1918.69,1912.29,1916.67,13464.0
2021-01-04 04:00:00,1916.73,1921.83,1915.53,1921.71,9480.0
2021-01-04 05:00:00,1921.73,1925.25,1920.76,1923.28,7439.0
2021-01-04 06:00:00,1923.28,1923.79,1920.27,1922.63,5050.0
2021-01-04 07:00:00,1922.64,1923.01,1919.02,1921.65,7972.0
2021-01-04 08:00:00,1921.65,1925.52,1921.47,1922.96,7606.0
2021-01-04 09:00:00,1922.98,1925.49,1922.41,1924.94,5969.0
2021-01-04 10:00:00,1924.93,1935.18,1924.58,1932.05,11847.0
2021-01-04 11:00:00,1932.05,1933.92,1930.55,1932.06,7522.0
2021-01-04 12:00:00,1932.05,1934.55,1927.91,1933.55,8299.0
2021-01-04 13:00:00,1933.58,1936.49,1932.34,1933.36,8269.0
2021-01-04 14:00:00,1933.25,1934.85,1930.08,1932.11,10799.0
2021-01-04 15:00:00,1932.01,1942.08,1929.77,1939.92,17292.0
2021-01-04 16:00:00,1940.02,1943.7,1936.67,1941.72,17559.0
2021-01-04 17:00:00,1941.9,1944.42,1929.35,1943.23,19893.0
2021-01-04 18:00:00,1943.25,1943.68,1937.31,1940.05,16710.0
2021-01-04 19:00:00,1940.01,1941.59,1932.62,1937.03,16538.0
2021-01-04 20:00:00,1937.03,1943.71,1936.27,1943.65,9617.0
2021-01-04 21:00:00,1943.72,1943.72,1939.28,1942.4,8297.0
2021-01-04 22:00:00,1942.44,1944.12,1940.95,1943.83,8075.0
2021-01-04 23:00:00,1943.81,1944.0,1941.76,1942.71,2364.0
2021-01-05 01:00:00,1942.35,1945.62,1940.48,1941.62,4777.0
2021-01-05 02:00:00,1941.62,1941.62,1937.82,1938.33,6721.0
2021-01-05 03:00:00,1938.16,1939.67,1934.31,1937.51,10315.0
2021-01-05 04:00:00,1937.54,1940.1,1936.73,1939.27,8512.0
2021-01-05 05:00:00,1939.26,1943.96,1939.1,1941.11,7927.0
2021-01-05 06:00:00,1941.11,1941.83,1936.68,1939.61,5920.0
2021-01-05 07:00:00,1939.59,1940.8,1937.69,1938.49,7043.0
2021-01-05 08:00:00,1938.5,1942.36,1936.97,1940.63,8854.0
2021-01-05 09:00:00,1940.63,1943.97,1939.07,1939.9,8164.0
2021-01-05 10:00:00,1939.9,1943.65,1939.43,1942.35,8954.0
2021-01-05 11:00:00,1942.36,1948.3,1941.71,1945.6,9814.0
2021-01-05 12:00:00,1945.6,1947.6,1943.53,1946.88,6683.0
2021-01-05 13:00:00,1946.88,1950.3,1946.25,1949.91,8291.0
2021-01-05 14:00:00,1949.91,1950.52,1945.5,1949.11,10553.0
2021-01-05 15:00:00,1949.1,1951.88,1946.23,1949.43,14552.0
2021-01-05 16:00:00,1949.4,1952.57,1941.44,1945.67,18740.0
2021-01-05 17:00:00,1945.45,1948.89,1939.05,1943.48,17900.0
2021-01-05 18:00:00,1943.49,1951.54,1942.77,1950.68,13961.0
2021-01-05 19:00:00,1950.71,1951.78,1947.66,1950.13,10345.0
2021-01-05 20:00:00,1950.1,1952.21,1948.96,1951.21,7233.0
2021-01-05 21:00:00,1951.22,1953.03,1949.93,1951.25,5983.0
2021-01-05 22:00:00,1951.15,1952.14,1948.08,1949.43,7033.0
2021-01-05 23:00:00,1949.48,1950.89,1947.66,1949.77,3223.0
2021-01-06 01:00:00,1950.25,1953.22,1948.49,1950.33,4953.0
2021-01-06 02:00:00,1950.33,1953.23,1948.74,1952.06,7297.0
2021-01-06 03:00:00,1952.08,1955.36,1946.66,1948.05,16021.0
2021-01-06 04:00:00,1948.1,1950.01,1942.24,1944.07,11158.0
2021-01-06 05:00:00,1944.05,1948.41,1942.06,1942.1,10531.0
2021-01-06 06:00:00,1942.05,1948.7,1941.28,1944.66,9642.0
2021-01-06 07:00:00,1944.67,1946.77,1943.03,1943.76,7783.0
2021-01-06 08:00:00,1943.75,1946.45,1943.21,1945.02,7265.0
2021-01-06 09:00:00,1945.04,1949.47,1943.35,1947.9,10028.0
2021-01-06 10:00:00,1947.89,1956.48,1946.17,1952.91,11965.0
2021-01-06 11:00:00,1952.87,1957.89,1952.76,1957.66,9371.0
2021-01-06 12:00:00,1957.64,1959.33,1954.34,1956.68,11380.0
2021-01-06 13:00:00,1956.66,1957.87,1945.06,1945.19,11380.0
2021-01-06 14:00:00,1945.26,1948.55,1925.1,1932.96,17416.0
2021-01-06 15:00:00,1932.81,1943.53,1930.7,1932.86,19530.0
