Datetime,Open,High,Low,Close,Volume
2023-01-03 00:00:00,1827.07,1832.42,1823.68,1828.52,23343.0
2023-01-03 04:00:00,1828.51,1843.12,1828.28,1840.38,30375.0
2023-01-03 08:00:00,1840.37,1849.95,1834.51,1838.84,53317.0
2023-01-03 12:00:00,1838.84,1841.07,1830.82,1838.86,49602.0
2023-01-03 16:00:00,1838.88,1849.81,1827.6,1839.21,69382.0
2023-01-03 20:00:00,1839.21,1840.26,1836.52,1839.27,28925.0
2023-01-04 00:00:00,1839.17,1844.51,1836.11,1844.33,17821.0
2023-01-04 04:00:00,1844.36,1847.15,1843.42,1846.36,23887.0
2023-01-04 08:00:00,1846.36,1865.11,1845.77,1860.59,48477.0
2023-01-04 12:00:00,1860.59,1862.86,1852.79,1860.07,47398.0
2023-01-04 16:00:00,1860.05,1860.89,1849.03,1850.47,73093.0
2023-01-04 20:00:00,1850.48,1857.18,1847.03,1854.35,41992.0
2023-01-05 00:00:00,1854.29,1859.0,1853.97,1858.86,16285.0
2023-01-05 04:00:00,1858.86,1858.87,1850.33,1852.63,24458.0
2023-01-05 08:00:00,1852.63,1855.67,1843.84,1848.51,41940.0
2023-01-05 12:00:00,1848.52,1851.22,1833.03,1834.82,48703.0
2023-01-05 16:00:00,1834.77,1837.89,1825.06,1833.93,66828.0
2023-01-05 20:00:00,1833.94,1837.5,1831.92,1832.52,24691.0
2023-01-06 00:00:00,1831.92,1836.21,1830.34,1835.49,12422.0
2023-01-06 04:00:00,1835.54,1840.85,1835.51,1837.12,21906.0
2023-01-06 08:00:00,1837.12,1840.67,1833.27,1835.53,28961.0
2023-01-06 12:00:00,1835.58,1852.58,1834.09,1851.87,42588.0
2023-01-06 16:00:00,1851.87,1864.96,1840.71,1862.38,71346.0
2023-01-06 20:00:00,1862.32,1869.89,1861.75,1865.6,25191.0
2023-01-09 00:00:00,1867.24,1875.29,1864.67,1874.42,19846.0
2023-01-09 04:00:00,1874.45,1879.49,1874.24,1877.96,22998.0
2023-01-09 08:00:00,1877.96,1880.97,1871.3,1873.62,35893.0
2023-01-09 12:00:00,1873.65,1878.44,1870.55,1878.22,38233.0
2023-01-09 16:00:00,1878.22,1881.57,1869.08,1871.88,53187.0
2023-01-09 20:00:00,1871.94,1875.75,1869.19,1871.72,26913.0
2023-01-10 00:00:00,1870.7,1875.98,1867.84,1874.43,17441.0
2023-01-10 04:00:00,1874.42,1875.65,1870.72,1874.06,21249.0
2023-01-10 08:00:00,1874.07,1877.29,1870.62,1876.85,31896.0
2023-01-10 12:00:00,1876.84,1877.16,1870.45,1873.42,36317.0
2023-01-10 16:00:00,1873.44,1880.76,1871.25,1874.29,61256.0
2023-01-10 20:00:00,1874.29,1878.68,1871.98,1876.82,21918.0
2023-01-11 00:00:00,1876.59,1878.43,1872.0,1873.03,13763.0
2023-01-11 04:00:00,1873.01,1884.58,1872.27,1882.27,20525.0
2023-01-11 08:00:00,1882.29,1886.64,1880.39,1884.67,33734.0
2023-01-11 12:00:00,1884.67,1886.07,1875.79,1877.6,37032.0
2023-01-11 16:00:00,1877.68,1879.14,1867.17,1873.9,52469.0
2023-01-11 20:00:00,1873.9,1878.52,1873.24,1875.38,21343.0
2023-01-12 00:00:00,1875.47,1881.14,1874.46,1880.54,15314.0
2023-01-12 04:00:00,1880.52,1885.01,1880.26,1883.64,18665.0
2023-01-12 08:00:00,1883.62,1885.45,1879.97,1884.37,26691.0
2023-01-12 12:00:00,1884.38,1901.59,1868.4,1899.69,44142.0
2023-01-12 16:00:00,1899.65,1901.36,1879.87,1897.72,74272.0
2023-01-12 20:00:00,1897.73,1899.67,1894.1,1896.9,30171.0
2023-01-13 00:00:00,1895.49,1900.91,1895.47,1898.77,20345.0
2023-01-13 04:00:00,1898.76,1899.86,1892.33,1893.7,22180.0
2023-01-13 08:00:00,1893.68,1909.68,1893.54,1904.33,40171.0
2023-01-13 12:00:00,1904.3,1906.98,1893.69,1900.01,44209.0
2023-01-13 16:00:00,1900.05,1917.82,1899.15,1916.93,58543.0
2023-01-13 20:00:00,1916.9,1921.88,1916.76,1919.48,25178.0
2023-01-16 00:00:00,1920.53,1924.58,1916.78,1924.18,20359.0
2023-01-16 04:00:00,1924.17,1928.98,1916.93,1919.52,23844.0
2023-01-16 08:00:00,1919.54,1920.84,1910.82,1917.58,31922.0
2023-01-16 12:00:00,1917.59,1919.33,1911.39,1913.39,28561.0
2023-01-16 16:00:00,1913.38,1917.09,1912.55,1913.87,22941.0
2023-01-16 20:00:00,1913.89,1915.77,1913.85,1915.58,1898.0
2023-01-17 00:00:00,1915.03,1919.01,1912.87,1913.05,15597.0
2023-01-17 04:00:00,1913.07,1916.3,1908.15,1911.05,24532.0
2023-01-17 08:00:00,1911.07,1911.99,1905.86,1906.61,32548.0
2023-01-17 12:00:00,1906.61,1914.43,1904.25,1913.0,39519.0
2023-01-17 16:00:00,1913.04,1916.65,1905.22,1907.18,56657.0
2023-01-17 20:00:00,1907.2,1910.81,1903.77,1908.54,24754.0
2023-01-18 00:00:00,1907.77,1909.16,1906.34,1908.74,13124.0
2023-01-18 04:00:00,1908.75,1910.34,1896.61,1897.92,36862.0
2023-01-18 08:00:00,1897.91,1915.95,1897.82,1914.83,41564.0
2023-01-18 12:00:00,1914.83,1924.34,1911.28,1921.42,38706.0
2023-01-18 16:00:00,1921.35,1925.93,1901.64,1905.29,67429.0
2023-01-18 20:00:00,1905.29,1906.52,1902.31,1904.01,24788.0
2023-01-19 00:00:00,1904.94,1909.52,1901.33,1901.95,20216.0
2023-01-19 04:00:00,1901.92,1910.94,1901.0,1910.07,25079.0
2023-01-19 08:00:00,1910.07,1916.76,1906.42,1910.41,33015.0
2023-01-19 12:00:00,1910.41,1913.44,1906.67,1913.18,40698.0
2023-01-19 16:00:00,1913.2,1923.33,1912.82,1920.09,60697.0
2023-01-19 20:00:00,1920.09,1935.15,1919.88,1932.19,34482.0
2023-01-20 00:00:00,1931.93,1934.85,1929.4,1931.71,14835.0
2023-01-20 04:00:00,1931.71,1932.53,1923.16,1927.95,20101.0
2023-01-20 08:00:00,1927.92,1937.54,1926.18,1929.41,32995.0
2023-01-20 12:00:00,1929.43,1931.38,1923.97,1924.15,34893.0
2023-01-20 16:00:00,1924.14,1930.99,1920.68,1925.2,47205.0
2023-01-20 20:00:00,1925.24,1931.02,1924.75,1925.56,22918.0
2023-01-23 00:00:00,1926.49,1933.76,1923.73,1932.45,12482.0
2023-01-23 04:00:00,1932.45,1935.51,1926.09,1926.24,14635.0
2023-01-23 08:00:00,1926.24,1927.45,1918.89,1925.99,30010.0
2023-01-23 12:00:00,1925.98,1929.4,1918.79,1921.94,34208.0
2023-01-23 16:00:00,1921.94,1926.4,1911.4,1923.9,57467.0
2023-01-23 20:00:00,1923.9,1931.79,1923.81,1930.97,25608.0
