Datetime,Open,High,Low,Close,Volume
2022-01-03 00:00:00,1829.0,1831.75,1826.99,1828.82,13095.0
2022-01-03 04:00:00,1828.82,1828.88,1823.65,1825.45,11599.0
2022-01-03 08:00:00,1825.4,1826.66,1821.06,1826.37,20792.0
2022-01-03 12:00:00,1826.38,1827.48,1805.69,1807.12,37374.0
2022-01-03 16:00:00,1807.11,1810.9,1798.35,1799.71,52998.0
2022-01-03 20:00:00,1799.67,1804.54,1799.09,1801.23,15845.0
2022-01-04 00:00:00,1801.05,1806.86,1801.01,1805.19,17047.0
2022-01-04 04:00:00,1805.2,1807.11,1803.17,1805.43,17894.0
2022-01-04 08:00:00,1805.44,1807.4,1801.92,1805.72,29871.0
2022-01-04 12:00:00,1805.71,1808.63,1798.51,1807.2,41050.0
2022-01-04 16:00:00,1807.22,1816.75,1806.31,1813.57,57063.0
2022-01-04 20:00:00,1813.58,1815.39,1813.43,1814.45,19873.0
2022-01-05 00:00:00,1813.46,1815.39,1812.73,1815.27,11665.0
2022-01-05 04:00:00,1815.26,1816.48,1814.15,1815.76,18218.0
2022-01-05 08:00:00,1815.73,1820.15,1812.5,1817.71,25970.0
2022-01-05 12:00:00,1817.74,1827.92,1814.99,1825.52,38423.0
2022-01-05 16:00:00,1825.51,1829.64,1820.45,1822.81,47307.0
2022-01-05 20:00:00,1822.81,1824.92,1808.28,1810.09,39279.0
2022-01-06 00:00:00,1809.9,1811.53,1807.08,1810.17,16725.0
2022-01-06 04:00:00,1810.19,1810.22,1803.02,1803.02,27479.0
2022-01-06 08:00:00,1803.02,1803.83,1793.74,1794.87,38834.0
2022-01-06 12:00:00,1794.86,1807.16,1786.84,1788.41,48062.0
2022-01-06 16:00:00,1788.4,1795.55,1787.07,1791.05,59138.0
2022-01-06 20:00:00,1791.01,1791.46,1786.4,1790.92,21403.0
2022-01-07 00:00:00,1790.9,1792.58,1789.78,1790.67,12264.0
2022-01-07 04:00:00,1790.71,1793.23,1789.79,1790.73,13119.0
2022-01-07 08:00:00,1790.68,1793.88,1787.79,1793.11,23542.0
2022-01-07 12:00:00,1793.13,1796.16,1782.62,1789.22,37271.0
2022-01-07 16:00:00,1789.19,1796.71,1786.51,1795.92,62394.0
2022-01-07 20:00:00,1795.93,1798.65,1794.31,1796.84,21957.0
2022-01-10 00:00:00,1794.41,1796.77,1792.15,1794.98,14913.0
2022-01-10 04:00:00,1794.98,1796.2,1791.47,1793.04,15954.0
2022-01-10 08:00:00,1793.26,1797.98,1791.3,1796.79,27373.0
2022-01-10 12:00:00,1796.79,1802.31,1791.49,1792.98,43179.0
2022-01-10 16:00:00,1792.98,1800.08,1790.34,1799.46,52988.0
2022-01-10 20:00:00,1799.41,1801.88,1798.4,1801.5,22424.0
2022-01-11 00:00:00,1801.26,1805.95,1800.08,1804.89,13679.0
2022-01-11 04:00:00,1804.89,1808.67,1804.4,1808.47,16409.0
2022-01-11 08:00:00,1808.45,1810.27,1806.07,1806.86,31479.0
2022-01-11 12:00:00,1806.89,1809.06,1804.32,1805.56,32095.0
2022-01-11 16:00:00,1805.63,1817.83,1801.77,1817.54,58314.0
2022-01-11 20:00:00,1817.53,1823.24,1817.24,1821.42,21980.0
2022-01-12 00:00:00,1820.95,1822.52,1818.44,1819.06,17385.0
