Datetime,Open,High,Low,Close,Volume
2021-01-04 01:00:00,1904.78,1910.78,1903.05,1908.79,3317.0
2021-01-04 01:15:00,1908.79,1911.41,1908.07,1910.7,1104.0
2021-01-04 01:30:00,1910.69,1914.96,1910.33,1914.15,1638.0
2021-01-04 01:45:00,1914.13,1914.36,1909.47,1913.08,1772.0
2021-01-04 02:00:00,1913.04,1913.47,1910.4,1910.41,1973.0
2021-01-04 02:15:00,1910.41,1911.2,1909.98,1910.97,1006.0
2021-01-04 02:30:00,1911.01,1912.3,1910.32,1911.63,1313.0
2021-01-04 02:45:00,1911.62,1913.65,1911.34,1913.42,1541.0
2021-01-04 03:00:00,1913.42,1916.91,1912.29,1916.42,4730.0
2021-01-04 03:15:00,1916.41,1916.66,1913.9,1914.97,2812.0
2021-01-04 03:30:00,1914.96,1918.04,1913.29,1917.03,3031.0
2021-01-04 03:45:00,1917.04,1918.69,1915.23,1916.67,2891.0
2021-01-04 04:00:00,1916.73,1918.91,1915.53,1918.6,2918.0
2021-01-04 04:15:00,1918.62,1919.11,1918.12,1918.39,1672.0
2021-01-04 04:30:00,1918.44,1919.1,1917.95,1919.08,2307.0
2021-01-04 04:45:00,1919.09,1921.83,1919.03,1921.71,2583.0
2021-01-04 05:00:00,1921.73,1922.09,1920.76,1921.37,1871.0
2021-01-04 05:15:00,1921.39,1923.55,1921.36,1923.16,1874.0
2021-01-04 05:30:00,1923.18,1925.25,1922.83,1924.23,1827.0
2021-01-04 05:45:00,1924.23,1924.31,1921.93,1923.28,1867.0
2021-01-04 06:00:00,1923.28,1923.79,1922.05,1923.21,1321.0
2021-01-04 06:15:00,1923.23,1923.23,1921.31,1922.04,1457.0
2021-01-04 06:30:00,1922.05,1922.95,1920.27,1922.78,1530.0
2021-01-04 06:45:00,1922.78,1923.02,1922.3,1922.63,742.0
2021-01-04 07:00:00,1922.64,1923.01,1921.98,1922.03,1453.0
2021-01-04 07:15:00,1922.02,1922.07,1919.02,1920.69,2198.0
2021-01-04 07:30:00,1920.75,1921.99,1919.18,1919.41,2078.0
2021-01-04 07:45:00,1919.43,1921.74,1919.03,1921.65,2243.0
2021-01-04 08:00:00,1921.65,1923.9,1921.47,1922.78,2441.0
2021-01-04 08:15:00,1922.78,1925.52,1922.64,1924.32,2372.0
2021-01-04 08:30:00,1924.33,1925.24,1922.93,1923.15,1370.0
2021-01-04 08:45:00,1923.14,1923.93,1922.73,1922.96,1423.0
2021-01-04 09:00:00,1922.98,1923.98,1922.41,1923.57,1363.0
2021-01-04 09:15:00,1923.57,1924.61,1923.45,1924.02,1279.0
2021-01-04 09:30:00,1924.02,1925.49,1923.73,1924.7,1398.0
2021-01-04 09:45:00,1924.67,1925.16,1922.96,1924.94,1929.0
2021-01-04 10:00:00,1924.93,1928.33,1924.58,1927.75,3034.0
2021-01-04 10:15:00,1927.69,1935.18,1927.12,1934.89,3946.0
2021-01-04 10:30:00,1934.85,1934.96,1932.24,1932.62,3027.0
2021-01-04 10:45:00,1932.62,1933.31,1931.3,1932.05,1840.0
2021-01-04 11:00:00,1932.05,1933.92,1931.38,1931.38,2146.0
2021-01-04 11:15:00,1931.42,1932.46,1930.55,1932.19,2177.0
2021-01-04 11:30:00,1932.19,1933.1,1931.09,1931.5,1545.0
2021-01-04 11:45:00,1931.5,1933.02,1930.9,1932.06,1654.0
2021-01-04 12:00:00,1932.05,1932.64,1930.63,1932.16,1668.0
2021-01-04 12:15:00,1932.2,1932.2,1927.91,1928.84,2115.0
2021-01-04 12:30:00,1928.84,1932.29,1928.53,1932.07,2218.0
2021-01-04 12:45:00,1932.08,1934.55,1931.46,1933.55,2298.0
2021-01-04 13:00:00,1933.58,1936.42,1933.54,1934.62,2309.0
2021-01-04 13:15:00,1934.62,1935.76,1933.44,1935.33,1934.0
2021-01-04 13:30:00,1935.32,1936.49,1934.46,1934.59,1834.0
2021-01-04 13:45:00,1934.59,1935.45,1932.34,1933.36,2192.0
2021-01-04 14:00:00,1933.25,1934.85,1931.65,1933.46,3349.0
2021-01-04 14:15:00,1933.51,1934.55,1933.09,1933.35,2277.0
2021-01-04 14:30:00,1933.33,1934.31,1931.32,1931.55,2454.0
2021-01-04 14:45:00,1931.58,1932.25,1930.08,1932.11,2719.0
2021-01-04 15:00:00,1932.01,1934.32,1929.77,1933.97,4224.0
2021-01-04 15:15:00,1933.95,1938.41,1933.93,1937.21,4274.0
2021-01-04 15:30:00,1937.2,1942.08,1937.11,1940.72,4775.0
2021-01-04 15:45:00,1940.68,1941.37,1939.25,1939.92,4019.0
2021-01-04 16:00:00,1940.02,1941.16,1938.56,1940.67,3545.0
2021-01-04 16:15:00,1940.68,1941.71,1937.33,1940.29,3674.0
2021-01-04 16:30:00,1940.25,1943.25,1936.67,1941.9,5219.0
2021-01-04 16:45:00,1941.87,1943.7,1941.18,1941.72,5121.0
2021-01-04 17:00:00,1941.9,1944.42,1932.76,1933.5,5708.0
2021-01-04 17:15:00,1933.5,1935.95,1929.35,1934.52,5393.0
2021-01-04 17:30:00,1934.49,1940.51,1934.03,1940.13,4426.0
2021-01-04 17:45:00,1940.13,1943.59,1938.18,1943.23,4366.0
