Datetime,Open,High,Low,Close,Volume
2022-01-03 01:00:00,1829.0,1831.75,1828.44,1829.36,1997.0
2022-01-03 01:30:00,1829.25,1829.45,1828.02,1828.47,971.0
2022-01-03 02:00:00,1828.37,1829.06,1826.99,1829.02,1678.0
2022-01-03 02:30:00,1829.02,1831.0,1828.45,1830.29,2814.0
2022-01-03 03:00:00,1830.28,1831.56,1829.59,1831.12,2107.0
2022-01-03 03:30:00,1831.11,1831.11,1827.59,1828.82,3528.0
2022-01-03 04:00:00,1828.82,1828.88,1826.61,1827.67,1984.0
2022-01-03 04:30:00,1827.65,1827.67,1825.66,1826.16,2034.0
2022-01-03 05:00:00,1826.17,1826.89,1824.54,1825.35,1716.0
2022-01-03 05:30:00,1825.37,1825.74,1824.18,1825.74,1549.0
2022-01-03 06:00:00,1825.75,1825.91,1825.01,1825.84,941.0
2022-01-03 06:30:00,1825.83,1825.99,1824.55,1825.17,846.0
2022-01-03 07:00:00,1825.17,1825.38,1823.65,1824.23,1138.0
2022-01-03 07:30:00,1824.23,1825.77,1824.15,1825.45,1391.0
2022-01-03 08:00:00,1825.4,1825.74,1823.67,1823.93,1306.0
2022-01-03 08:30:00,1823.93,1825.47,1823.67,1825.28,1396.0
2022-01-03 09:00:00,1825.27,1825.46,1821.06,1822.34,3136.0
2022-01-03 09:30:00,1822.34,1824.24,1822.22,1824.22,2010.0
2022-01-03 10:00:00,1824.24,1824.38,1821.85,1822.26,3170.0
2022-01-03 10:30:00,1822.25,1823.3,1821.37,1822.85,2965.0
2022-01-03 11:00:00,1822.86,1825.16,1822.49,1824.32,3511.0
2022-01-03 11:30:00,1824.31,1826.66,1824.11,1826.37,3298.0
2022-01-03 12:00:00,1826.38,1827.48,1825.83,1825.84,2789.0
2022-01-03 12:30:00,1825.85,1826.86,1825.51,1826.45,2426.0
2022-01-03 13:00:00,1826.46,1827.15,1824.12,1824.19,3178.0
2022-01-03 13:30:00,1824.19,1824.86,1822.3,1822.92,3119.0
2022-01-03 14:00:00,1822.92,1823.21,1821.86,1822.17,3424.0
2022-01-03 14:30:00,1822.21,1822.43,1821.28,1821.82,3503.0
2022-01-03 15:00:00,1821.8,1822.02,1810.74,1812.64,8759.0
2022-01-03 15:30:00,1812.65,1813.0,1805.69,1807.12,10176.0
2022-01-03 16:00:00,1807.11,1810.9,1806.71,1807.53,8075.0
2022-01-03 16:30:00,1807.53,1809.05,1802.83,1802.88,10031.0
2022-01-03 17:00:00,1802.87,1806.68,1799.78,1803.68,10436.0
2022-01-03 17:30:00,1803.66,1804.72,1801.26,1801.94,7049.0
2022-01-03 18:00:00,1801.93,1801.97,1798.35,1800.41,6046.0
2022-01-03 18:30:00,1800.37,1801.1,1798.8,1800.75,4974.0
2022-01-03 19:00:00,1800.74,1800.97,1798.83,1799.49,3693.0
2022-01-03 19:30:00,1799.51,1800.23,1798.91,1799.71,2694.0
2022-01-03 20:00:00,1799.67,1800.61,1799.09,1800.57,2730.0
2022-01-03 20:30:00,1800.54,1802.25,1799.85,1801.68,2145.0
2022-01-03 21:00:00,1801.72,1802.8,1801.09,1802.05,1857.0
2022-01-03 21:30:00,1802.06,1803.03,1801.73,1801.74,1575.0
2022-01-03 22:00:00,1801.76,1802.22,1801.17,1802.22,1664.0
2022-01-03 22:30:00,1802.24,1804.54,1801.73,1801.74,3058.0
2022-01-03 23:00:00,1801.76,1802.27,1801.58,1801.97,1489.0
2022-01-03 23:30:00,1801.97,1802.03,1800.94,1801.23,1327.0
2022-01-04 01:00:00,1801.05,1803.57,1801.01,1803.37,1197.0
2022-01-04 01:30:00,1803.37,1804.34,1803.16,1804.2,834.0
2022-01-04 02:00:00,1804.22,1804.89,1802.91,1803.57,2216.0
2022-01-04 02:30:00,1803.55,1804.61,1803.44,1804.4,2081.0
2022-01-04 03:00:00,1804.37,1806.86,1803.35,1804.09,6521.0
2022-01-04 03:30:00,1804.08,1805.31,1803.19,1805.19,4198.0
2022-01-04 04:00:00,1805.2,1807.11,1804.69,1806.8,2261.0
2022-01-04 04:30:00,1806.77,1807.0,1805.16,1805.4,3129.0
2022-01-04 05:00:00,1805.4,1806.17,1803.99,1804.7,3301.0
2022-01-04 05:30:00,1804.7,1804.89,1803.84,1804.18,1797.0
2022-01-04 06:00:00,1804.19,1804.27,1803.17,1803.7,2224.0
